,index,Unnamed: 0,ext_temp,temp_top,temp_bottom,int_temp,sample_time,identifier,r_x,r_y,r_z,metal_fraction,job_no,id,orientation,which_iter,boundary_cond,Nx,Ny,Nz,Lx,Ly,Lz,x_mid,y_mid,z_mid,T_L,T_S,cond_metal_s,cond_metal_l,cond_olivine,dens_liq_metal,dens_solid_metal,dens_olivine,heat_cap_liq_metal,heat_cap_solid_metal,heat_cap_ol,latent_heat,dt,iterations,save_iter,iteration_list,model_id,percent_rounded,percent_geochem_preserved,expected_vol,actual_volume,mean_it0,mean_it1,mean_it2,mean_it3
61,62,62,1116.0715720972055,1106.762313430142,1116.0715720972055,1720.0,30.002851982127577,Run300-8,22.0,64.0,22.0,0.43,62,model_id_62,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_62,40.618251372863575,100.0,129686.18666666668,129656.0,1586.5478821405177,1302.6558631298105,1226.615947717583,1207.0706535633635
62,63,63,849.4516391713304,839.7589390549527,849.4516391713304,1720.0,55.00522863390056,Run300-8,36.0,114.0,36.0,0.6000000000000002,63,model_id_63,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_63,52.61979631714482,100.0,618554.8799999999,618216.0,1594.246400730423,1277.33192328402,1153.7885405765107,1116.5553827836309
63,64,64,1037.2046810925794,1027.5720260397584,1037.2046810925794,1900.0,35.00332731248217,Run300-8,112.0,102.0,112.0,0.15,64,model_id_64,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_64,94.40542529545499,0.0,5356789.76,5359192.0,1856.1484055664237,1729.6000902944147,1662.394927237322,1635.9975427880142
64,65,65,1306.8691253897323,1302.0744906818743,1306.8691253897323,1850.0,50.00475330354596,Run250-8,140.0,68.0,140.0,0.7400000000000002,65,model_id_65,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_65,99.73971956790008,0.0,5579989.333333333,5581672.0,1810.3742826523428,1704.3688295495165,1652.2186497612888,1633.0910000393671
65,66,66,1321.0393048253818,1313.4567936619046,1321.0393048253818,1860.0,20.001901321418384,Run300-8,130.0,46.0,130.0,0.5700000000000002,66,model_id_66,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_66,99.5378734805747,0.0,3254714.6666666665,3254520.0,1810.431911286587,1680.118864935102,1621.650370158252,1601.2965371837008
66,67,67,1581.0383094578049,1580.2301851822683,1581.0383094578049,1850.0,20.001901321418384,Run250-8,150.0,60.0,150.0,0.5300000000000001,67,model_id_67,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_67,100.0,0.0,5652000.0,5651592.0,1830.6834944360285,1777.7951423693385,1751.4666237405006,1741.6798404476472
67,68,68,881.8436485450301,872.0733553807535,881.8436485450301,1870.0,50.00475330354596,Run300-8,130.0,66.0,130.0,0.5800000000000002,68,model_id_68,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_68,89.86731538507662,13.032730013790976,4669808.0,4669720.0,1802.2009711799928,1620.4169668712532,1526.8657421146236,1491.142789447337
68,69,69,1109.163987069829,1103.864755270837,1109.163987069829,1860.0,70.00665462496434,Run250-8,60.0,112.0,60.0,0.6100000000000001,69,model_id_69,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_69,90.74575355194106,1.5307597859117004,1688063.9999999998,1687528.0,1786.6010854213807,1598.6870056768753,1513.1489319116895,1482.2772361331718
69,70,70,1515.482038558975,1513.0664171407466,1515.482038558975,1810.0,30.002851982127577,Run250-8,98.0,86.0,98.0,0.44,70,model_id_70,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_70,100.0,0.0,3457952.213333333,3458896.0,1789.4231664025306,1731.6513630645545,1701.900873285192,1690.5534265501917
70,71,71,1211.2039816926665,1202.516581987582,1211.2039816926665,1710.0,25.00237665177298,Run300-8,96.0,18.0,96.0,0.12,71,model_id_71,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_71,62.361525474687205,42.64437197900044,694517.76,691824.0,1630.6954609889838,1442.5300409350248,1379.1165696755722,1359.6845151356138
71,72,72,1202.3949221859843,1197.180837174651,1202.3949221859843,1650.0,60.005703964255154,Run250-8,88.0,96.0,88.0,0.5000000000000001,72,model_id_72,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_72,70.0978187975508,0.0,3112468.48,3113512.0,1619.779437353217,1538.179910674785,1495.1349230714004,1478.4522931880233
72,73,73,922.4213195845092,912.6151934329928,922.4213195845092,1850.0,45.00427797319136,Run300-8,122.0,92.0,122.0,0.5400000000000001,73,model_id_73,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_73,90.92092213569238,3.5784578344848175,5732919.893333334,5735208.0,1795.4973861791952,1647.4845829746469,1569.3834570991014,1538.872756866597
73,74,74,901.0287881920814,896.258333807743,901.0287881920814,1730.0,100.00950660709192,Run250-8,12.0,134.0,12.0,0.14,74,model_id_74,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_74,10.628548660225123,100.0,80785.91999999998,80312.0,1447.615098278891,1027.6176211651427,970.0737168365116,956.8564444905085
74,75,75,1116.0715720972055,1106.762313430142,1116.0715720972055,1700.0,30.002851982127577,Run300-8,22.0,104.0,22.0,0.6700000000000002,75,model_id_75,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_75,28.145054110499334,100.0,210740.05333333334,210680.0,1565.6582235209426,1298.2468705088468,1229.0027885248398,1210.8007906908776
75,76,76,823.3731432668196,813.7842827358581,823.3731432668196,1790.0,60.005703964255154,Run300-8,150.0,146.0,150.0,0.7900000000000001,76,model_id_76,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_76,89.39736691404535,10.072760147322583,13753200.0,13760280.0,1746.0677690228608,1627.3035565602493,1562.6091056398168,1536.902427089713
76,77,77,1581.0383094578049,1580.2301851822683,1581.0383094578049,1860.0,20.001901321418384,Run250-8,78.0,22.0,78.0,0.5900000000000002,77,model_id_77,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_77,100.0,0.0,560376.96,559728.0,1809.7600066427958,1703.6325579250724,1669.9501746601263,1659.5820020743738
77,78,78,901.0287881920814,896.258333807743,901.0287881920814,1660.0,100.00950660709192,Run250-8,90.0,42.0,90.0,0.5600000000000002,78,model_id_78,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_78,54.213118713177685,87.23511802798075,1424304.0,1424408.0,1583.5833110740787,1379.4209105252557,1281.265476916109,1246.3609108947835
78,79,79,808.347503888043,804.0394452375098,808.347503888043,1600.0,120.01140792851032,Run250-8,12.0,98.0,12.0,0.3,79,model_id_79,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_79,0.0,100.0,59082.23999999999,58712.0,1305.9385422011,921.9865914495809,870.4668175586814,858.4701167999783
79,80,80,1596.29435199571,1595.9310892191263,1596.29435199571,1770.0,5.000475330354596,Run300-8,28.0,144.0,28.0,0.19,80,model_id_80,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_80,100.0,0.0,472657.92,472168.0,1741.9101128792959,1671.6829202031706,1647.988549631675,1641.0404914235392
80,81,81,823.3731432668196,813.7842827358581,823.3731432668196,1740.0,60.005703964255154,Run300-8,10.0,42.0,10.0,0.28,81,model_id_81,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_81,0.0,100.0,17584.0,17048.0,1335.6484845419873,905.4862215498966,861.5002505670363,852.060935045337
81,82,82,1515.482038558975,1513.0664171407466,1515.482038558975,1830.0,30.002851982127577,Run250-8,118.0,116.0,118.0,0.23,82,model_id_82,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_82,100.0,0.0,6762237.013333333,6764840.0,1814.2290412683844,1768.1461777146897,1743.5306949331482,1733.8517930650637
82,83,83,1037.2046810925794,1027.5720260397584,1037.2046810925794,1620.0,35.00332731248217,Run300-8,96.0,88.0,96.0,0.4700000000000001,83,model_id_83,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_83,0.10086608142343723,39.68491132975903,3395420.16,3394600.0,1581.9657887189985,1476.5276850096107,1419.7180339448012,1397.4946692832975
83,84,84,1211.2039816926665,1202.516581987582,1211.2039816926665,1630.0,25.00237665177298,Run300-8,26.0,52.0,26.0,0.16,84,model_id_84,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_84,20.95034762139377,100.0,147169.70666666667,146136.0,1556.4345642422932,1373.3079053843396,1309.901337073275,1292.2444545720841
84,85,85,1116.0715720972055,1106.762313430142,1116.0715720972055,1690.0,30.002851982127577,Run300-8,146.0,132.0,146.0,0.4100000000000001,85,model_id_85,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_85,86.368508478189,0.0,11780074.24,11785064.0,1665.5910995963873,1597.6536784771251,1560.6973306673253,1546.0194788012789
85,86,86,1109.163987069829,1103.864755270837,1109.163987069829,1810.0,70.00665462496434,Run250-8,100.0,78.0,100.0,0.6400000000000001,86,model_id_86,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_86,90.08648243532187,0.0,3265599.9999999995,3266328.0,1757.9605455621281,1620.929556844521,1552.9528702555585,1527.29077894925
86,87,87,823.3731432668196,813.7842827358581,823.3731432668196,1800.0,60.005703964255154,Run300-8,126.0,134.0,126.0,0.5500000000000002,87,model_id_87,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_87,88.94375347393394,16.438273750034796,8906647.68,8909208.0,1751.9090894161377,1618.516014299673,1545.9824266768483,1517.2258108736976
87,88,88,1515.482038558975,1513.0664171407466,1515.482038558975,1620.0,30.002851982127577,Run250-8,22.0,118.0,22.0,0.25,88,model_id_88,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_88,0.0,0.0,239108.90666666665,238760.0,1598.154399177218,1550.8625586818487,1537.8070161376857,1534.2071273666675
88,89,89,1321.0393048253818,1313.4567936619046,1321.0393048253818,1690.0,20.001901321418384,Run300-8,52.0,42.0,52.0,0.23,89,model_id_89,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_89,71.91240089551737,0.0,475471.3599999999,475256.0,1646.3411721782725,1530.527323589873,1478.3836182674092,1460.28428268106
89,90,90,1515.482038558975,1513.0664171407466,1515.482038558975,1630.0,30.002851982127577,Run250-8,18.0,134.0,18.0,0.5700000000000002,90,model_id_90,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_90,1.3740997658286573,0.0,181768.32,181064.0,1597.1205678866106,1544.227967637825,1532.8439027772124,1529.859975925637
90,91,91,1437.9232012780672,1432.1849998529583,1437.9232012780672,1730.0,15.001425991063789,Run300-8,100.0,80.0,100.0,0.39,91,model_id_91,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_91,96.64362499014376,0.0,3349333.333333333,3348136.0,1709.597992398128,1652.1016821456308,1622.9385028189324,1611.9442723893383
91,92,92,1581.0383094578049,1580.2301851822683,1581.0383094578049,1620.0,20.001901321418384,Run250-8,82.0,26.0,82.0,0.7900000000000001,92,model_id_92,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_92,100.0,0.0,731929.8133333334,731416.0,1613.4406319473396,1599.3463817505933,1594.5988558043678,1593.1019754601355
92,93,93,1037.2046810925794,1027.5720260397584,1037.2046810925794,1720.0,35.00332731248217,Run300-8,54.0,68.0,54.0,0.4800000000000001,93,model_id_93,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_93,69.86403014271535,64.66807358368747,830165.7599999999,830184.0,1647.7917562311795,1455.0890669034918,1360.7731596869626,1326.7335311386278
93,94,94,973.4012499713411,963.6267289928282,973.4012499713411,1610.0,40.00380264283677,Run300-8,130.0,62.0,130.0,0.4700000000000001,94,model_id_94,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_94,0.0,50.581025252847674,4386789.333333333,4386040.0,1567.3204772764543,1449.3561819841818,1386.9098744626838,1362.8278528076605
94,95,95,1515.482038558975,1513.0664171407466,1515.482038558975,1840.0,30.002851982127577,Run250-8,86.0,104.0,86.0,0.5300000000000001,95,model_id_95,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_95,100.0,0.0,3220317.0133333337,3221016.0,1815.868856961285,1749.1360373789787,1715.1871233183956,1702.3760570314168
95,96,96,1581.0383094578049,1580.2301851822683,1581.0383094578049,1630.0,20.001901321418384,Run250-8,78.0,36.0,78.0,0.4700000000000001,96,model_id_96,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_96,100.0,0.0,916980.48,915624.0,1623.9773116982353,1608.41490360714,1601.9747701823026,1599.8407767476078
96,97,97,1599.6876685104155,1599.6616948071105,1599.6876685104155,1680.0,10.000950660709192,Run250-8,80.0,116.0,80.0,0.6600000000000001,97,model_id_97,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_97,100.0,0.0,3108181.3333333335,3108968.0,1673.595142449538,1656.2665779829179,1647.6253483595472,1644.4198988383266
97,98,98,973.4012499713411,963.6267289928282,973.4012499713411,1870.0,40.00380264283677,Run300-8,130.0,60.0,130.0,0.6600000000000001,98,model_id_98,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_98,90.85711702310022,6.810445672219282,4245280.0,4246888.0,1802.000637730289,1623.8309767357005,1536.3573438402132,1503.7481143883713
98,99,99,1515.482038558975,1513.0664171407466,1515.482038558975,1870.0,30.002851982127577,Run250-8,42.0,72.0,42.0,0.42,99,model_id_99,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_99,100.0,0.0,531740.16,530784.0,1822.445893591942,1698.9172564147798,1649.2803270319353,1633.4105477295225
99,100,100,1116.0715720972055,1106.762313430142,1116.0715720972055,1740.0,30.002851982127577,Run300-8,26.0,66.0,26.0,0.5300000000000001,100,model_id_100,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_100,51.52545290244847,100.0,186792.32,185912.0,1616.3828884360698,1343.987524246227,1257.6228824958246,1234.334269061881
100,101,101,1596.29435199571,1595.9310892191263,1596.29435199571,1730.0,5.000475330354596,Run300-8,138.0,88.0,138.0,0.06,101,model_id_101,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_101,100.0,0.0,7016317.4399999995,7016872.0,1723.900471789368,1705.715266105741,1695.9484823801326,1692.093728385489
101,102,102,901.0287881920814,896.258333807743,901.0287881920814,1710.0,100.00950660709192,Run250-8,128.0,146.0,128.0,0.11,102,model_id_102,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_102,87.55596259658464,20.59567278479143,10014774.613333333,10019192.0,1677.9511802112645,1583.3768620701364,1531.789329637403,1511.2398566201323
102,103,103,1437.9232012780672,1432.1849998529583,1437.9232012780672,1820.0,15.001425991063789,Run300-8,138.0,82.0,138.0,0.21,103,model_id_103,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_103,100.0,0.0,6537932.16,6539192.0,1799.781654151611,1740.7135412674122,1709.379565255257,1697.134139300544
103,104,104,881.8436485450301,872.0733553807535,881.8436485450301,1900.0,50.00475330354596,Run300-8,60.0,16.0,60.0,0.33,104,model_id_104,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_104,67.74870854857524,100.0,241152.0,240040.0,1687.1059706473095,1248.580179699424,1123.1602309326483,1087.9249247192208
104,105,105,808.347503888043,804.0394452375098,808.347503888043,1730.0,120.01140792851032,Run250-8,56.0,18.0,56.0,0.07,105,model_id_105,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_105,49.677813199484504,100.0,236328.96,235888.0,1572.7024228194693,1187.7423430197116,1062.173024641366,1025.4535546449927
105,106,106,1109.163987069829,1103.864755270837,1109.163987069829,1890.0,70.00665462496434,Run250-8,92.0,108.0,92.0,0.4600000000000001,106,model_id_106,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_106,94.9643580371529,0.0,3827082.24,3828072.0,1837.5381865565287,1693.7217040885794,1621.9132061602693,1594.7324654155275
106,107,107,1515.482038558975,1513.0664171407466,1515.482038558975,1630.0,30.002851982127577,Run250-8,28.0,34.0,28.0,0.39,107,model_id_107,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_107,23.743799870605994,0.0,111599.78666666667,111288.0,1606.069461455637,1553.7240021282694,1538.5599081701014,1534.371249847895
107,108,108,973.4012499713411,963.6267289928282,973.4012499713411,1660.0,40.00380264283677,Run300-8,130.0,68.0,130.0,0.18,108,model_id_108,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_108,76.52726544304787,33.069791488307686,4811317.333333333,4812392.0,1621.195748324455,1508.822152238416,1448.727994489804,1425.2258358976417
108,109,109,1599.6876685104155,1599.6616948071105,1599.6876685104155,1690.0,10.000950660709192,Run250-8,50.0,72.0,50.0,0.08,109,model_id_109,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_109,100.0,0.0,753599.9999999999,753288.0,1681.3637122822975,1656.5478917803073,1644.5038772296575,1640.1486856741449
109,110,110,808.347503888043,804.0394452375098,808.347503888043,1670.0,120.01140792851032,Run250-8,112.0,62.0,112.0,0.6200000000000001,110,model_id_110,x=z,v8,n,201,201,201,400,400,400,200,200,200,1600,1260,35,35,3,7260,7260,3341,835,835,819,256000,2630000,121,30,"[3, 48, 96, 120]",model_id_110,66.29390811407444,67.01885753477865,3256087.8933333335,3254296.0,1605.1815754355239,1428.2646543220617,1336.1619910304835,1301.159759474427
